URL	chrom://desktop-atn1jv4/ChromeleonLocal/Instrument Data/VANQUISH_1/Simon/Norbelladine Figures 3 and 4.seq/152.smp/UV_VIS_1.channel/UV_VIS_1.chm
Channel	UV_VIS_1

Injection Information:
Data Vault	ChromeleonLocal
Sequence	Norbelladine Figures 3 and 4
Name	4OmeNB STD 500uM
Number	21
Position	B:C1
Comment	
Processing Method	norbelladine
Instrument Method	norbelladine
Type	Unknown
Status	Finished
Inject Time	6/10/2022 4:30:35 AM -05:00
Volume (µl)	10.00
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.003383
Time Max. (min)	28.000050
Data Points	8400
Detector	UV
Generating Data System	Chromeleon 7.2.10.24543
Exporting Data System	Chromeleon 7.2.10.0
Operator	Instrument Controller
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-0.563674
Signal Max.	60.007488
Channel	UV_VIS_1
Driver Name	VDAD.dll
Channel Type	Evaluation
Min. Step (s)	0.2
Max. Step (s)	0.2
Average Step (s)	0.2

Signal Parameter Information:
Signal Info	WVL:277 nm

Chromatogram Data:
Time (min)	Step (s)	Value (mAU)
7.000050	0.2	54.269200
7.003383	0.2	55.013909
7.006717	0.2	55.722203
7.010050	0.2	56.392993
7.013383	0.2	57.018162
7.016717	0.2	57.581444
7.020050	0.2	58.061620
7.023383	0.2	58.438554
7.026717	0.2	58.698966
7.030050	0.2	58.839824
7.033383	0.2	58.868583
7.036717	0.2	58.800601
7.040050	0.2	58.654915
7.043383	0.2	58.450010
7.046717	0.2	58.201151
7.050050	0.2	57.919645
7.053383	0.2	57.613049
7.056717	0.2	57.285805
7.060050	0.2	56.940862
7.063383	0.2	56.581101
7.066717	0.2	56.209131
7.070050	0.2	55.826488
7.073383	0.2	55.434066
7.076717	0.2	55.033141
7.080050	0.2	54.625715
7.083383	0.2	54.213712
7.086717	0.2	53.797872
7.090050	0.2	53.378032
7.093383	0.2	52.954503
7.096717	0.2	52.528260
7.100050	0.2	52.100043
7.103383	0.2	51.670098
7.106717	0.2	51.238574
7.110050	0.2	50.805630
7.113383	0.2	50.371499
7.116717	0.2	49.936818
7.120050	0.2	49.502645
7.123383	0.2	49.069412
7.126717	0.2	48.636464
7.130050	0.2	48.203040
7.133383	0.2	47.769193
7.136717	0.2	47.335192
7.140050	0.2	46.900935
7.143383	0.2	46.466258
7.146717	0.2	46.031531
7.150050	0.2	45.597530
7.153383	0.2	45.164595
7.156717	0.2	44.732252
7.160050	0.2	44.299960
7.163383	0.2	43.867729
7.166717	0.2	43.435870
7.170050	0.2	43.004630
7.173383	0.2	42.574005
7.176717	0.2	42.143739
7.180050	0.2	41.713561
7.183383	0.2	41.283467
7.186717	0.2	40.853811
7.190050	0.2	40.425160
7.193383	0.2	39.998191
7.196717	0.2	39.573554
7.200050	0.2	39.151255
7.203383	0.2	38.730297
7.206717	0.2	38.309591
7.210050	0.2	37.888950
7.213383	0.2	37.468807
7.216717	0.2	37.049190
7.220050	0.2	36.629657
7.223383	0.2	36.210180
7.226717	0.2	35.791467
7.230050	0.2	35.374411
7.233383	0.2	34.959461
7.236717	0.2	34.546405
7.240050	0.2	34.134779
7.243383	0.2	33.724555
7.246717	0.2	33.316156
7.250050	0.2	32.910001
7.253383	0.2	32.506217
7.256717	0.2	32.104766
7.260050	0.2	31.705475
7.263383	0.2	31.308010
7.266717	0.2	30.912161
7.270050	0.2	30.517983
7.273383	0.2	30.125538
7.276717	0.2	29.734760
7.280050	0.2	29.345411
7.283383	0.2	28.957059
7.286717	0.2	28.569279
7.290050	0.2	28.182021
7.293383	0.2	27.795825
7.296717	0.2	27.411520
7.300050	0.2	27.029668
7.303383	0.2	26.650503
7.306717	0.2	26.274282
7.310050	0.2	25.901306
7.313383	0.2	25.531570
7.316717	0.2	25.164490
7.320050	0.2	24.799323
7.323383	0.2	24.435604
7.326717	0.2	24.073138
7.330050	0.2	23.712073
7.333383	0.2	23.353025
7.336717	0.2	22.996427
7.340050	0.2	22.642110
7.343383	0.2	22.289860
7.346717	0.2	21.940004
7.350050	0.2	21.593226
7.353383	0.2	21.250006
7.356717	0.2	20.910124
7.360050	0.2	20.572664
7.363383	0.2	20.236732
7.366717	0.2	19.902471
7.370050	0.2	19.571218
7.373383	0.2	19.244258
7.376717	0.2	18.921490
7.380050	0.2	18.601832
7.383383	0.2	18.284498
7.386717	0.2	17.969189
7.390050	0.2	17.655930
7.393383	0.2	17.344994
7.396717	0.2	17.036870
7.400050	0.2	16.732253
7.403383	0.2	16.431692
7.406717	0.2	16.135233
7.410050	0.2	15.842700
7.413383	0.2	15.554065
7.416717	0.2	15.269071
7.420050	0.2	14.986950
7.423383	0.2	14.706953
7.426717	0.2	14.429037
7.430050	0.2	14.153831
7.433383	0.2	13.882192
7.436717	0.2	13.614493
7.440050	0.2	13.350360
7.443383	0.2	13.089366
7.446717	0.2	12.831222
7.450050	0.2	12.575458
7.453383	0.2	12.321798
7.456717	0.2	12.070923
7.460050	0.2	11.823974
7.463383	0.2	11.581597
7.466717	0.2	11.343784
7.470050	0.2	11.110189
7.473383	0.2	10.880344
7.476717	0.2	10.653790
7.480050	0.2	10.430156
7.483383	0.2	10.209205
7.486717	0.2	9.991047
7.490050	0.2	9.776172
7.493383	0.2	9.565204
7.496717	0.2	9.358516
7.500050	0.2	9.156019
7.503383	0.2	8.957554
7.506717	0.2	8.763173
7.510050	0.2	8.572815
7.513383	0.2	8.386122
7.516717	0.2	8.202866
7.520050	0.2	8.023102
7.523383	0.2	7.847059
7.526717	0.2	7.674941
7.530050	0.2	7.506688
7.533383	0.2	7.341756
7.536717	0.2	7.179403
7.540050	0.2	7.019402
7.543383	0.2	6.862143
7.546717	0.2	6.708051
7.550050	0.2	6.557237
7.553383	0.2	6.409641
7.556717	0.2	6.265459
7.560050	0.2	6.125243
7.563383	0.2	5.989359
7.566717	0.2	5.857437
7.570050	0.2	5.728710
7.573383	0.2	5.602585
7.576717	0.2	5.478784
7.580050	0.2	5.357615
7.583383	0.2	5.240273
7.586717	0.2	5.127937
7.590050	0.2	5.020448
7.593383	0.2	4.916685
7.596717	0.2	4.815864
7.600050	0.2	4.717470
7.603383	0.2	4.620636
7.606717	0.2	4.524589
7.610050	0.2	4.429664
7.613383	0.2	4.337258
7.616717	0.2	4.248433
7.620050	0.2	4.163086
7.623383	0.2	4.080851
7.626717	0.2	4.001707
7.630050	0.2	3.925362
7.633383	0.2	3.851196
7.636717	0.2	3.778934
7.640050	0.2	3.708638
7.643383	0.2	3.640400
7.646717	0.2	3.574025
7.650050	0.2	3.509014
7.653383	0.2	3.444916
7.656717	0.2	3.381725
7.660050	0.2	3.320035
7.663383	0.2	3.260644
7.666717	0.2	3.203792
7.670050	0.2	3.148988
7.673383	0.2	3.095805
7.676717	0.2	3.044317
7.680050	0.2	2.994966
7.683383	0.2	2.948344
7.686717	0.2	2.904614
7.690050	0.2	2.862783
7.693383	0.2	2.821404
7.696717	0.2	2.779798
7.700050	0.2	2.738107
7.703383	0.2	2.696710
7.706717	0.2	2.656011
7.710050	0.2	2.616239
7.713383	0.2	2.577230
7.716717	0.2	2.538725
7.720050	0.2	2.500988
7.723383	0.2	2.464810
7.726717	0.2	2.430612
7.730050	0.2	2.398128
7.733383	0.2	2.367161
7.736717	0.2	2.337787
7.740050	0.2	2.309675
7.743383	0.2	2.281968
7.746717	0.2	2.254010
7.750050	0.2	2.226057
7.753383	0.2	2.199183
7.756717	0.2	2.174326
7.760050	0.2	2.151346
7.763383	0.2	2.129194
7.766717	0.2	2.106871
7.770050	0.2	2.083927
7.773383	0.2	2.060477
7.776717	0.2	2.036840
7.780050	0.2	2.013450
7.783383	0.2	1.991005
7.786717	0.2	1.970031
7.790050	0.2	1.950287
7.793383	0.2	1.931270
7.796717	0.2	1.912848
7.800050	0.2	1.895055
7.803383	0.2	1.877863
7.806717	0.2	1.861341
7.810050	0.2	1.845500
7.813383	0.2	1.830044
7.816717	0.2	1.814920
7.820050	0.2	1.800666
7.823383	0.2	1.787911
7.826717	0.2	1.776386
7.830050	0.2	1.764786
7.833383	0.2	1.752083
7.836717	0.2	1.738528
7.840050	0.2	1.725229
7.843383	0.2	1.713010
7.846717	0.2	1.701796
7.850050	0.2	1.691207
7.853383	0.2	1.681354
7.856717	0.2	1.672609
7.860050	0.2	1.664660
7.863383	0.2	1.656380
7.866717	0.2	1.646797
7.870050	0.2	1.636022
7.873383	0.2	1.625014
7.876717	0.2	1.614708
7.880050	0.2	1.605367
7.883383	0.2	1.596599
7.886717	0.2	1.588012
7.890050	0.2	1.579714
7.893383	0.2	1.572161
7.896717	0.2	1.565702
7.900050	0.2	1.560235
7.903383	0.2	1.555225
7.906717	0.2	1.549888
7.910050	0.2	1.543374
7.913383	0.2	1.535323
7.916717	0.2	1.526135
7.920050	0.2	1.516370
7.923383	0.2	1.506382
7.926717	0.2	1.496403
7.930050	0.2	1.486517
7.933383	0.2	1.476686
7.936717	0.2	1.467108
7.940050	0.2	1.458442
7.943383	0.2	1.451187
7.946717	0.2	1.444980
7.950050	0.2	1.438987
7.953383	0.2	1.432793
7.956717	0.2	1.426376
7.960050	0.2	1.419508
7.963383	0.2	1.411606
7.966717	0.2	1.402413
7.970050	0.2	1.392588
7.973383	0.2	1.383405
7.976717	0.2	1.375768
7.980050	0.2	1.369738
7.983383	0.2	1.364741
7.986717	0.2	1.360066
7.990050	0.2	1.355312
7.993383	0.2	1.350436
7.996717	0.2	1.345617
8.000050	0.2	1.341146
8.003383	0.2	1.337104
8.006717	0.2	1.333356
8.010050	0.2	1.329989
8.013383	0.2	1.327111
8.016717	0.2	1.324466
8.020050	0.2	1.321808
8.023383	0.2	1.319302
8.026717	0.2	1.317039
8.030050	0.2	1.314613
8.033383	0.2	1.311535
8.036717	0.2	1.307735
8.040050	0.2	1.303600
8.043383	0.2	1.299521
8.046717	0.2	1.295581
8.050050	0.2	1.291665
8.053383	0.2	1.287684
8.056717	0.2	1.283688
8.060050	0.2	1.279726
8.063383	0.2	1.275879
8.066717	0.2	1.272382
8.070050	0.2	1.269341
8.073383	0.2	1.266492
8.076717	0.2	1.263334
8.080050	0.2	1.259614
8.083383	0.2	1.255670
8.086717	0.2	1.252168
8.090050	0.2	1.249658
8.093383	0.2	1.248540
8.096717	0.2	1.248913
8.100050	0.2	1.250552
8.103383	0.2	1.252987
8.106717	0.2	1.255702
8.110050	0.2	1.258384
8.113383	0.2	1.261123
8.116717	0.2	1.264247
8.120050	0.2	1.267944
8.123383	0.2	1.272075
8.126717	0.2	1.276140
8.130050	0.2	1.279772
8.133383	0.2	1.283218
8.136717	0.2	1.286999
8.140050	0.2	1.290906
8.143383	0.2	1.293961
8.146717	0.2	1.295474
8.150050	0.2	1.295665
8.153383	0.2	1.295079
8.156717	0.2	1.294012
8.160050	0.2	1.292690
8.163383	0.2	1.291479
8.166717	0.2	1.290655
8.170050	0.2	1.289947
8.173383	0.2	1.288452
8.176717	0.2	1.285248
8.180050	0.2	1.279945
8.183383	0.2	1.272974
8.186717	0.2	1.265425
8.190050	0.2	1.258417
8.193383	0.2	1.252485
8.196717	0.2	1.247278
8.200050	0.2	1.242026
8.203383	0.2	1.236433
8.206717	0.2	1.230738
8.210050	0.2	1.224959
8.213383	0.2	1.218813
8.216717	0.2	1.212042
8.220050	0.2	1.204805
8.223383	0.2	1.197737
8.226717	0.2	1.191441
8.230050	0.2	1.185904
8.233383	0.2	1.180773
8.236717	0.2	1.175995
8.240050	0.2	1.171743
8.243383	0.2	1.167543
8.246717	0.2	1.162346
8.250050	0.2	1.155743
8.253383	0.2	1.148419
8.256717	0.2	1.141494
8.260050	0.2	1.135892
8.263383	0.2	1.131864
8.266717	0.2	1.128581
8.270050	0.2	1.124479
8.273383	0.2	1.118421
8.276717	0.2	1.110532
8.280050	0.2	1.101899
8.283383	0.2	1.093652
8.286717	0.2	1.086248
8.290050	0.2	1.079808
8.293383	0.2	1.074714
8.296717	0.2	1.071347
8.300050	0.2	1.069615
8.303383	0.2	1.068888
8.306717	0.2	1.068222
8.310050	0.2	1.066811
8.313383	0.2	1.064572
8.316717	0.2	1.062150
8.320050	0.2	1.060227
8.323383	0.2	1.058783
8.326717	0.2	1.057247
8.330050	0.2	1.055361
8.333383	0.2	1.053270
8.336717	0.2	1.051021
8.340050	0.2	1.048683
8.343383	0.2	1.046695
8.346717	0.2	1.045549
8.350050	0.2	1.045144
8.353383	0.2	1.044851
8.356717	0.2	1.044152
8.360050	0.2	1.043025
8.363383	0.2	1.041559
8.366717	0.2	1.039505
8.370050	0.2	1.036632
8.373383	0.2	1.033279
8.376717	0.2	1.030127
8.380050	0.2	1.027691
8.383383	0.2	1.026015
8.386717	0.2	1.024655
8.390050	0.2	1.023114
8.393383	0.2	1.021149
8.396717	0.2	1.018476
8.400050	0.2	1.014755
8.403383	0.2	1.010378
8.406717	0.2	1.006504
8.410050	0.2	1.003901
8.413383	0.2	1.002229
8.416717	0.2	1.000799
8.420050	0.2	0.999146
8.423383	0.2	0.996850
8.426717	0.2	0.993791
8.430050	0.2	0.990308
8.433383	0.2	0.986764
8.436717	0.2	0.983137
8.440050	0.2	0.979328
8.443383	0.2	0.975314
8.446717	0.2	0.970941
8.450050	0.2	0.966075
8.453383	0.2	0.961167
8.456717	0.2	0.957418
8.460050	0.2	0.955877
8.463383	0.2	0.956431
8.466717	0.2	0.957982
8.470050	0.2	0.959546
8.473383	0.2	0.960785
8.476717	0.2	0.961530
8.480050	0.2	0.961465
8.483383	0.2	0.960724
8.486717	0.2	0.959979
8.490050	0.2	0.959453
8.493383	0.2	0.958606
8.496717	0.2	0.957055
8.500050	0.2	0.955095
8.503383	0.2	0.953306
8.506717	0.2	0.952096
8.510050	0.2	0.951593
8.513383	0.2	0.951714
8.516717	0.2	0.952207
8.520050	0.2	0.952920
8.523383	0.2	0.953977
8.526717	0.2	0.955588
8.530050	0.2	0.957767
8.533383	0.2	0.960031
8.536717	0.2	0.961549
8.540050	0.2	0.961991
8.543383	0.2	0.961879
8.546717	0.2	0.961809
8.550050	0.2	0.961795
8.553383	0.2	0.961395
8.556717	0.2	0.960226
8.560050	0.2	0.958410
8.563383	0.2	0.956641
8.566717	0.2	0.955900
8.570050	0.2	0.956785
8.573383	0.2	0.959057
8.576717	0.2	0.961875
8.580050	0.2	0.964617
8.583383	0.2	0.967123
8.586717	0.2	0.969218
8.590050	0.2	0.970559
8.593383	0.2	0.970978
8.596717	0.2	0.970620
8.600050	0.2	0.969847
8.603383	0.2	0.969060
8.606717	0.2	0.968454
8.610050	0.2	0.967979
8.613383	0.2	0.967560
8.616717	0.2	0.967085
8.620050	0.2	0.966471
8.623383	0.2	0.965968
8.626717	0.2	0.965819
8.630050	0.2	0.965651
8.633383	0.2	0.964804
8.636717	0.2	0.962969
8.640050	0.2	0.960366
8.643383	0.2	0.957483
8.646717	0.2	0.954629
8.650050	0.2	0.951621
8.653383	0.2	0.948235
8.656717	0.2	0.944785
8.660050	0.2	0.942028
8.663383	0.2	0.940249
8.666717	0.2	0.939001
8.670050	0.2	0.937963
8.673383	0.2	0.937316
8.676717	0.2	0.937064
8.680050	0.2	0.936640
8.683383	0.2	0.935392
8.686717	0.2	0.933162
8.690050	0.2	0.930405
8.693383	0.2	0.927933
8.696717	0.2	0.926265
8.700050	0.2	0.925325
8.703383	0.2	0.924724
8.706717	0.2	0.924156
8.710050	0.2	0.923607
8.713383	0.2	0.923118
8.716717	0.2	0.922466
8.720050	0.2	0.921381
8.723383	0.2	0.919895
8.726717	0.2	0.918340
8.730050	0.2	0.917050
8.733383	0.2	0.916119
8.736717	0.2	0.915499
8.740050	0.2	0.915076
8.743383	0.2	0.914438
8.746717	0.2	0.913115
8.750050	0.2	0.911015
8.753383	0.2	0.908524
8.756717	0.2	0.906275
8.760050	0.2	0.904948
8.763383	0.2	0.904980
8.766717	0.2	0.906182
8.770050	0.2	0.907881
8.773383	0.2	0.909744
8.776717	0.2	0.911858
8.780050	0.2	0.913967
8.783383	0.2	0.915229
8.786717	0.2	0.915080
8.790050	0.2	0.913814
8.793383	0.2	0.912193
8.796717	0.2	0.910815
8.800050	0.2	0.909884
8.803383	0.2	0.909115
8.806717	0.2	0.907951
8.810050	0.2	0.906265
8.813383	0.2	0.904663
8.816717	0.2	0.903755
8.820050	0.2	0.903425
8.823383	0.2	0.903266
8.826717	0.2	0.903350
8.830050	0.2	0.904016
8.833383	0.2	0.905218
8.836717	0.2	0.906396
8.840050	0.2	0.907164
8.843383	0.2	0.907825
8.846717	0.2	0.908915
8.850050	0.2	0.910559
8.853383	0.2	0.912528
8.856717	0.2	0.914340
8.860050	0.2	0.915271
8.863383	0.2	0.914950
8.866717	0.2	0.913800
8.870050	0.2	0.912510
8.873383	0.2	0.911318
8.876717	0.2	0.909991
8.880050	0.2	0.908240
8.883383	0.2	0.906149
8.886717	0.2	0.904030
8.890050	0.2	0.902009
8.893383	0.2	0.900044
8.896717	0.2	0.898293
8.900050	0.2	0.897138
8.903383	0.2	0.896505
8.906717	0.2	0.895597
8.910050	0.2	0.893692
8.913383	0.2	0.890912
8.916717	0.2	0.888077
8.920050	0.2	0.885860
8.923383	0.2	0.884132
8.926717	0.2	0.882591
8.930050	0.2	0.881627
8.933383	0.2	0.881781
8.936717	0.2	0.882857
8.940050	0.2	0.884063
8.943383	0.2	0.884677
8.946717	0.2	0.884454
8.950050	0.2	0.883592
8.953383	0.2	0.882605
8.956717	0.2	0.882149
8.960050	0.2	0.882847
8.963383	0.2	0.884812
8.966717	0.2	0.887089
8.970050	0.2	0.888100
8.973383	0.2	0.887150
8.976717	0.2	0.884971
8.980050	0.2	0.882656
8.983383	0.2	0.880933
8.986717	0.2	0.880291
8.990050	0.2	0.881073
8.993383	0.2	0.883220
8.996717	0.2	0.886139
9.000050	0.2	0.888933
9.003383	0.2	0.891029
9.006717	0.2	0.892426
9.010050	0.2	0.893259
9.013383	0.2	0.893367
9.016717	0.2	0.892510
9.020050	0.2	0.890964
9.023383	0.2	0.889581
9.026717	0.2	0.889055
9.030050	0.2	0.889236
9.033383	0.2	0.889613
9.036717	0.2	0.890000
9.040050	0.2	0.890456
9.043383	0.2	0.891220
9.046717	0.2	0.892770
9.050050	0.2	0.895453
9.053383	0.2	0.899145
9.056717	0.2	0.903411
9.060050	0.2	0.907825
9.063383	0.2	0.912081
9.066717	0.2	0.916040
9.070050	0.2	0.919523
9.073383	0.2	0.922321
9.076717	0.2	0.924449
9.080050	0.2	0.925930
9.083383	0.2	0.926405
9.086717	0.2	0.925311
9.090050	0.2	0.922661
9.093383	0.2	0.919346
9.096717	0.2	0.916370
9.100050	0.2	0.914261
9.103383	0.2	0.913190
9.106717	0.2	0.913087
9.110050	0.2	0.913390
9.113383	0.2	0.913125
9.116717	0.2	0.911634
9.120050	0.2	0.909171
9.123383	0.2	0.906619
9.126717	0.2	0.904580
9.130050	0.2	0.902996
9.133383	0.2	0.901693
9.136717	0.2	0.900980
9.140050	0.2	0.901357
9.143383	0.2	0.903010
9.146717	0.2	0.905944
9.150050	0.2	0.909758
9.153383	0.2	0.912957
9.156717	0.2	0.913600
9.160050	0.2	0.911104
9.163383	0.2	0.906745
9.166717	0.2	0.902549
9.170050	0.2	0.899713
9.173383	0.2	0.897958
9.176717	0.2	0.896570
9.180050	0.2	0.895550
9.183383	0.2	0.895243
9.186717	0.2	0.895537
9.190050	0.2	0.895797
9.193383	0.2	0.895313
9.196717	0.2	0.893907
9.200050	0.2	0.892263
9.203383	0.2	0.891290
9.206717	0.2	0.891075
9.210050	0.2	0.891108
9.213383	0.2	0.891075
9.216717	0.2	0.890787
9.220050	0.2	0.890046
9.223383	0.2	0.889106
9.226717	0.2	0.888691
9.230050	0.2	0.889213
9.233383	0.2	0.890209
9.236717	0.2	0.890954
9.240050	0.2	0.891266
9.243383	0.2	0.891509
9.246717	0.2	0.892133
9.250050	0.2	0.892919
9.253383	0.2	0.892701
9.256717	0.2	0.890219
9.260050	0.2	0.885557
9.263383	0.2	0.880626
9.266717	0.2	0.877678
9.270050	0.2	0.877515
9.273383	0.2	0.879429
9.276717	0.2	0.882419
9.280050	0.2	0.885576
9.283383	0.2	0.888072
9.286717	0.2	0.889665
9.290050	0.2	0.890628
9.293383	0.2	0.890908
9.296717	0.2	0.890223
9.300050	0.2	0.888756
9.303383	0.2	0.886987
9.306717	0.2	0.885343
9.310050	0.2	0.884263
9.313383	0.2	0.883830
9.316717	0.2	0.883737
9.320050	0.2	0.883769
9.323383	0.2	0.883918
9.326717	0.2	0.884309
9.330050	0.2	0.885208
9.333383	0.2	0.886703
9.336717	0.2	0.888491
9.340050	0.2	0.890275
9.343383	0.2	0.891960
9.346717	0.2	0.893222
9.350050	0.2	0.893530
9.353383	0.2	0.892747
9.356717	0.2	0.891360
9.360050	0.2	0.889995
9.363383	0.2	0.889003
9.366717	0.2	0.888696
9.370050	0.2	0.889525
9.373383	0.2	0.891564
9.376717	0.2	0.894219
9.380050	0.2	0.896710
9.383383	0.2	0.898475
9.386717	0.2	0.899131
9.390050	0.2	0.898535
9.393383	0.2	0.896831
9.396717	0.2	0.894526
9.400050	0.2	0.892649
9.403383	0.2	0.892463
9.406717	0.2	0.894675
9.410050	0.2	0.898894
9.413383	0.2	0.903825
9.416717	0.2	0.908142
9.420050	0.2	0.911080
9.423383	0.2	0.912361
9.426717	0.2	0.912123
9.430050	0.2	0.910982
9.433383	0.2	0.909646
9.436717	0.2	0.908528
9.440050	0.2	0.907863
9.443383	0.2	0.907802
9.446717	0.2	0.908235
9.450050	0.2	0.908943
9.453383	0.2	0.909925
9.456717	0.2	0.911104
9.460050	0.2	0.912054
9.463383	0.2	0.912407
9.466717	0.2	0.912114
9.470050	0.2	0.911341
9.473383	0.2	0.910475
9.476717	0.2	0.909944
9.480050	0.2	0.909851
9.483383	0.2	0.910074
9.486717	0.2	0.910559
9.490050	0.2	0.911439
9.493383	0.2	0.912659
9.496717	0.2	0.913772
9.500050	0.2	0.914629
9.503383	0.2	0.915718
9.506717	0.2	0.917292
9.510050	0.2	0.918838
9.513383	0.2	0.919928
9.516717	0.2	0.920971
9.520050	0.2	0.922624
9.523383	0.2	0.924822
9.526717	0.2	0.926596
9.530050	0.2	0.926955
9.533383	0.2	0.925967
9.536717	0.2	0.924682
9.540050	0.2	0.924305
9.543383	0.2	0.925465
9.546717	0.2	0.927909
9.550050	0.2	0.930806
9.553383	0.2	0.933381
9.556717	0.2	0.935141
9.560050	0.2	0.935919
9.563383	0.2	0.935704
9.566717	0.2	0.934522
9.570050	0.2	0.932645
9.573383	0.2	0.930699
9.576717	0.2	0.929227
9.580050	0.2	0.928463
9.583383	0.2	0.928314
9.586717	0.2	0.928468
9.590050	0.2	0.928459
9.593383	0.2	0.927914
9.596717	0.2	0.926810
9.600050	0.2	0.925385
9.603383	0.2	0.923867
9.606717	0.2	0.922699
9.610050	0.2	0.922768
9.613383	0.2	0.924850
9.616717	0.2	0.928766
9.620050	0.2	0.933353
9.623383	0.2	0.937209
9.626717	0.2	0.939514
9.630050	0.2	0.940319
9.633383	0.2	0.940175
9.636717	0.2	0.939663
9.640050	0.2	0.939351
9.643383	0.2	0.939597
9.646717	0.2	0.940305
9.650050	0.2	0.941018
9.653383	0.2	0.941348
9.656717	0.2	0.941204
9.660050	0.2	0.940873
9.663383	0.2	0.940771
9.666717	0.2	0.940869
9.670050	0.2	0.940682
9.673383	0.2	0.939877
9.676717	0.2	0.938550
9.680050	0.2	0.937083
9.683383	0.2	0.935891
9.686717	0.2	0.935113
9.690050	0.2	0.934396
9.693383	0.2	0.933390
9.696717	0.2	0.932403
9.700050	0.2	0.931984
9.703383	0.2	0.931928
9.706717	0.2	0.931202
9.710050	0.2	0.928938
9.713383	0.2	0.925227
9.716717	0.2	0.920934
9.720050	0.2	0.917041
9.723383	0.2	0.914102
9.726717	0.2	0.911979
9.730050	0.2	0.910028
9.733383	0.2	0.907709
9.736717	0.2	0.905036
9.740050	0.2	0.902540
9.743383	0.2	0.900743
9.746717	0.2	0.900007
9.750050	0.2	0.900449
9.753383	0.2	0.901604
9.756717	0.2	0.902424
9.760050	0.2	0.901949
9.763383	0.2	0.900039
9.766717	0.2	0.897408
9.770050	0.2	0.894964
9.773383	0.2	0.893218
9.776717	0.2	0.892291
9.780050	0.2	0.892095
9.783383	0.2	0.892375
9.786717	0.2	0.892775
9.790050	0.2	0.892724
9.793383	0.2	0.891481
9.796717	0.2	0.888766
9.800050	0.2	0.885390
9.803383	0.2	0.882656
9.806717	0.2	0.881255
9.810050	0.2	0.881171
9.813383	0.2	0.882214
9.816717	0.2	0.884086
9.820050	0.2	0.886107
9.823383	0.2	0.887350
9.826717	0.2	0.887243
9.830050	0.2	0.885967
9.833383	0.2	0.884249
9.836717	0.2	0.882777
9.840050	0.2	0.881958
9.843383	0.2	0.882093
9.846717	0.2	0.883196
9.850050	0.2	0.884598
9.853383	0.2	0.885371
9.856717	0.2	0.885092
9.860050	0.2	0.884072
9.863383	0.2	0.883131
9.866717	0.2	0.882801
9.870050	0.2	0.882866
9.873383	0.2	0.883029
9.876717	0.2	0.883592
9.880050	0.2	0.884924
9.883383	0.2	0.886489
9.886717	0.2	0.886992
9.890050	0.2	0.885669
9.893383	0.2	0.882922
9.896717	0.2	0.879709
9.900050	0.2	0.876971
9.903383	0.2	0.875541
9.906717	0.2	0.875699
9.910050	0.2	0.876808
9.913383	0.2	0.878000
9.916717	0.2	0.878968
9.920050	0.2	0.879858
9.923383	0.2	0.880780
9.926717	0.2	0.881758
9.930050	0.2	0.882563
9.933383	0.2	0.882801
9.936717	0.2	0.882447
9.940050	0.2	0.882037
9.943383	0.2	0.882163
9.946717	0.2	0.883020
9.950050	0.2	0.884281
9.953383	0.2	0.885427
9.956717	0.2	0.886302
9.960050	0.2	0.887192
9.963383	0.2	0.888300
9.966717	0.2	0.889483
9.970050	0.2	0.890577
9.973383	0.2	0.891625
9.976717	0.2	0.892607
9.980050	0.2	0.893292
9.983383	0.2	0.893450
9.986717	0.2	0.893236
9.990050	0.2	0.893273
9.993383	0.2	0.894000
9.996717	0.2	0.895038
10.000050	0.2	0.895727
10.003383	0.2	0.896240
10.006717	0.2	0.897315
10.010050	0.2	0.899131
10.013383	0.2	0.901022
10.016717	0.2	0.902177
10.020050	0.2	0.902428
10.023383	0.2	0.902540
10.026717	0.2	0.903434
10.030050	0.2	0.905106
10.033383	0.2	0.906773
10.036717	0.2	0.907918
10.040050	0.2	0.908710
10.043383	0.2	0.909227
10.046717	0.2	0.908952
10.050050	0.2	0.907369
10.053383	0.2	0.904663
10.056717	0.2	0.901567
10.060050	0.2	0.898726
10.063383	0.2	0.896370
10.066717	0.2	0.894601
10.070050	0.2	0.893585
10.073383	0.2	0.893371
10.076717	0.2	0.893823
10.080050	0.2	0.894726
10.083383	0.2	0.895592
10.086717	0.2	0.895704
10.090050	0.2	0.894875
10.093383	0.2	0.893632
10.096717	0.2	0.892496
10.100050	0.2	0.891699
10.103383	0.2	0.891476
10.106717	0.2	0.891914
10.110050	0.2	0.892533
10.113383	0.2	0.892859
10.116717	0.2	0.893176
10.120050	0.2	0.894065
10.123383	0.2	0.895513
10.126717	0.2	0.896845
10.130050	0.2	0.897315
10.133383	0.2	0.896654
10.136717	0.2	0.895290
10.140050	0.2	0.893939
10.143383	0.2	0.893022
10.146717	0.2	0.892598
10.150050	0.2	0.892570
10.153383	0.2	0.892803
10.156717	0.2	0.893255
10.160050	0.2	0.893869
10.163383	0.2	0.894540
10.166717	0.2	0.895360
10.170050	0.2	0.896468
10.173383	0.2	0.897553
10.176717	0.2	0.897865
10.180050	0.2	0.897031
10.183383	0.2	0.895476
10.186717	0.2	0.894079
10.190050	0.2	0.893688
