URL	chrom://desktop-atn1jv4/ChromeleonLocal/Instrument Data/VANQUISH_1/Simon/Norbelladine Figures 3 and 4.seq/535.smp/UV_VIS_1.channel/UV_VIS_1.chm
Channel	UV_VIS_1

Injection Information:
Data Vault	ChromeleonLocal
Sequence	Norbelladine Figures 3 and 4
Name	TAA fed 500 -3
Number	49
Position	B:E8
Comment	
Processing Method	norbelladine
Instrument Method	norbelladine
Type	Unknown
Status	Finished
Inject Time	6/10/2022 5:53:42 PM -05:00
Volume (µl)	10.00
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.003367
Time Max. (min)	28.000033
Data Points	8400
Detector	UV
Generating Data System	Chromeleon 7.2.10.24543
Exporting Data System	Chromeleon 7.2.10.0
Operator	Instrument Controller
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-0.578035
Signal Max.	76.911426
Channel	UV_VIS_1
Driver Name	VDAD.dll
Channel Type	Evaluation
Min. Step (s)	0.2
Max. Step (s)	0.2
Average Step (s)	0.2

Signal Parameter Information:
Signal Info	WVL:277 nm

Chromatogram Data:
Time (min)	Step (s)	Value (mAU)
6.763367	0.2	0.913907
6.766700	0.2	0.910824
6.770033	0.2	0.908053
6.773367	0.2	0.905511
6.776700	0.2	0.903378
6.780033	0.2	0.901921
6.783367	0.2	0.900971
6.786700	0.2	0.899695
6.790033	0.2	0.897301
6.793367	0.2	0.893879
6.796700	0.2	0.890307
6.800033	0.2	0.887392
6.803367	0.2	0.885259
6.806700	0.2	0.883467
6.810033	0.2	0.881632
6.813367	0.2	0.880030
6.816700	0.2	0.879262
6.820033	0.2	0.879476
6.823367	0.2	0.880281
6.826700	0.2	0.881199
6.830033	0.2	0.882093
6.833367	0.2	0.883192
6.836700	0.2	0.884742
6.840033	0.2	0.886759
6.843367	0.2	0.889115
6.846700	0.2	0.891774
6.850033	0.2	0.894866
6.853367	0.2	0.898647
6.856700	0.2	0.903332
6.860033	0.2	0.908645
6.863367	0.2	0.913669
6.866700	0.2	0.917460
6.870033	0.2	0.919783
6.873367	0.2	0.921255
6.876700	0.2	0.922750
6.880033	0.2	0.924608
6.883367	0.2	0.926754
6.886700	0.2	0.929050
6.890033	0.2	0.931299
6.893367	0.2	0.933479
6.896700	0.2	0.935877
6.900033	0.2	0.938377
6.903367	0.2	0.940226
6.906700	0.2	0.940920
6.910033	0.2	0.940845
6.913367	0.2	0.941041
6.916700	0.2	0.942210
6.920033	0.2	0.943919
6.923367	0.2	0.945069
6.926700	0.2	0.944999
6.930033	0.2	0.943812
6.933367	0.2	0.942065
6.936700	0.2	0.940282
6.940033	0.2	0.938564
6.943367	0.2	0.936799
6.946700	0.2	0.934876
6.950033	0.2	0.932654
6.953367	0.2	0.930303
6.956700	0.2	0.928384
6.960033	0.2	0.927239
6.963367	0.2	0.926838
6.966700	0.2	0.926745
6.970033	0.2	0.925823
6.973367	0.2	0.922922
6.976700	0.2	0.918191
6.980033	0.2	0.912938
6.983367	0.2	0.908370
6.986700	0.2	0.905078
6.990033	0.2	0.903215
6.993367	0.2	0.902363
6.996700	0.2	0.901674
7.000033	0.2	0.900766
7.003367	0.2	0.900021
7.006700	0.2	0.899830
7.010033	0.2	0.900007
7.013367	0.2	0.899993
7.016700	0.2	0.899462
7.020033	0.2	0.898712
7.023367	0.2	0.898344
7.026700	0.2	0.898638
7.030033	0.2	0.899420
7.033367	0.2	0.900174
7.036700	0.2	0.900044
7.040033	0.2	0.898428
7.043367	0.2	0.895695
7.046700	0.2	0.892980
7.050033	0.2	0.891220
7.053367	0.2	0.890768
7.056700	0.2	0.891532
7.060033	0.2	0.893069
7.063367	0.2	0.894708
7.066700	0.2	0.896095
7.070033	0.2	0.897553
7.073367	0.2	0.899313
7.076700	0.2	0.900873
7.080033	0.2	0.901669
7.083367	0.2	0.901916
7.086700	0.2	0.902237
7.090033	0.2	0.902675
7.093367	0.2	0.902549
7.096700	0.2	0.901297
7.100033	0.2	0.899276
7.103367	0.2	0.897413
7.106700	0.2	0.896296
7.110033	0.2	0.895942
7.113367	0.2	0.896095
7.116700	0.2	0.896477
7.120033	0.2	0.896943
7.123367	0.2	0.897469
7.126700	0.2	0.898126
7.130033	0.2	0.898973
7.133367	0.2	0.899984
7.136700	0.2	0.901017
7.140033	0.2	0.902000
7.143367	0.2	0.902973
7.146700	0.2	0.903858
7.150033	0.2	0.904417
7.153367	0.2	0.904473
7.156700	0.2	0.903993
7.160033	0.2	0.902945
7.163367	0.2	0.901199
7.166700	0.2	0.898824
7.170033	0.2	0.896412
7.173367	0.2	0.894787
7.176700	0.2	0.894521
7.180033	0.2	0.895802
7.183367	0.2	0.898307
7.186700	0.2	0.901311
7.190033	0.2	0.903974
7.193367	0.2	0.905618
7.196700	0.2	0.905953
7.200033	0.2	0.905353
7.203367	0.2	0.904729
7.206700	0.2	0.905101
7.210033	0.2	0.907048
7.213367	0.2	0.910349
7.216700	0.2	0.913907
7.220033	0.2	0.916310
7.223367	0.2	0.916924
7.226700	0.2	0.916468
7.230033	0.2	0.916072
7.233367	0.2	0.916217
7.236700	0.2	0.916566
7.240033	0.2	0.916785
7.243367	0.2	0.916985
7.246700	0.2	0.917050
7.250033	0.2	0.916324
7.253367	0.2	0.914424
7.256700	0.2	0.911653
7.260033	0.2	0.908407
7.263367	0.2	0.904836
7.266700	0.2	0.901227
7.270033	0.2	0.898247
7.273367	0.2	0.896505
7.276700	0.2	0.896021
7.280033	0.2	0.896337
7.283367	0.2	0.896896
7.286700	0.2	0.896938
7.290033	0.2	0.895816
7.293367	0.2	0.893734
7.296700	0.2	0.891527
7.300033	0.2	0.889553
7.303367	0.2	0.887644
7.306700	0.2	0.886042
7.310033	0.2	0.885348
7.313367	0.2	0.885613
7.316700	0.2	0.886084
7.320033	0.2	0.886004
7.323367	0.2	0.885371
7.326700	0.2	0.884836
7.330033	0.2	0.884673
7.333367	0.2	0.884323
7.336700	0.2	0.883369
7.340033	0.2	0.882568
7.343367	0.2	0.883290
7.346700	0.2	0.885841
7.350033	0.2	0.888854
7.353367	0.2	0.890703
7.356700	0.2	0.890922
7.360033	0.2	0.890042
7.363367	0.2	0.888626
7.366700	0.2	0.886647
7.370033	0.2	0.884039
7.373367	0.2	0.881581
7.376700	0.2	0.880659
7.380033	0.2	0.881939
7.383367	0.2	0.884705
7.386700	0.2	0.887588
7.390033	0.2	0.889646
7.393367	0.2	0.890666
7.396700	0.2	0.891034
7.400033	0.2	0.891332
7.403367	0.2	0.891923
7.406700	0.2	0.893041
7.410033	0.2	0.894861
7.413367	0.2	0.897115
7.416700	0.2	0.899136
7.420033	0.2	0.900589
7.423367	0.2	0.901693
7.426700	0.2	0.902894
7.430033	0.2	0.904598
7.433367	0.2	0.906908
7.436700	0.2	0.909320
7.440033	0.2	0.911076
7.443367	0.2	0.911993
7.446700	0.2	0.912668
7.450033	0.2	0.914084
7.453367	0.2	0.916976
7.456700	0.2	0.921190
7.460033	0.2	0.925730
7.463367	0.2	0.929646
7.466700	0.2	0.932612
7.470033	0.2	0.934843
7.473367	0.2	0.936841
7.476700	0.2	0.939067
7.480033	0.2	0.941721
7.483367	0.2	0.944561
7.486700	0.2	0.946987
7.490033	0.2	0.948333
7.493367	0.2	0.948347
7.496700	0.2	0.947621
7.500033	0.2	0.947183
7.503367	0.2	0.947556
7.506700	0.2	0.948575
7.510033	0.2	0.950042
7.513367	0.2	0.951821
7.516700	0.2	0.953428
7.520033	0.2	0.954354
7.523367	0.2	0.954596
7.526700	0.2	0.954294
7.530033	0.2	0.953297
7.533367	0.2	0.951649
7.536700	0.2	0.950010
7.540033	0.2	0.949106
7.543367	0.2	0.949074
7.546700	0.2	0.949516
7.550033	0.2	0.949888
7.553367	0.2	0.949763
7.556700	0.2	0.948953
7.560033	0.2	0.947583
7.563367	0.2	0.946075
7.566700	0.2	0.944966
7.570033	0.2	0.944547
7.573367	0.2	0.944678
7.576700	0.2	0.944887
7.580033	0.2	0.944734
7.583367	0.2	0.944068
7.586700	0.2	0.942913
7.590033	0.2	0.941278
7.593367	0.2	0.939080
7.596700	0.2	0.936300
7.600033	0.2	0.933227
7.603367	0.2	0.930438
7.606700	0.2	0.928175
7.610033	0.2	0.925949
7.613367	0.2	0.923024
7.616700	0.2	0.919066
7.620033	0.2	0.914354
7.623367	0.2	0.909572
7.626700	0.2	0.905497
7.630033	0.2	0.902787
7.633367	0.2	0.901613
7.636700	0.2	0.901432
7.640033	0.2	0.901585
7.643367	0.2	0.901883
7.646700	0.2	0.902200
7.650033	0.2	0.902172
7.653367	0.2	0.901576
7.656700	0.2	0.900580
7.660033	0.2	0.899523
7.663367	0.2	0.898591
7.666700	0.2	0.897907
7.670033	0.2	0.897855
7.673367	0.2	0.898801
7.676700	0.2	0.900412
7.680033	0.2	0.901958
7.683367	0.2	0.903010
7.686700	0.2	0.903369
7.690033	0.2	0.902750
7.693367	0.2	0.901092
7.696700	0.2	0.899062
7.700033	0.2	0.897711
7.703367	0.2	0.897618
7.706700	0.2	0.898363
7.710033	0.2	0.899108
7.713367	0.2	0.899462
7.716700	0.2	0.899620
7.720033	0.2	0.899667
7.723367	0.2	0.899220
7.726700	0.2	0.898014
7.730033	0.2	0.896556
7.733367	0.2	0.895807
7.736700	0.2	0.896310
7.740033	0.2	0.897981
7.743367	0.2	0.900496
7.746700	0.2	0.903411
7.750033	0.2	0.906195
7.753367	0.2	0.908277
7.756700	0.2	0.909264
7.760033	0.2	0.909190
7.763367	0.2	0.908701
7.766700	0.2	0.908836
7.770033	0.2	0.910265
7.773367	0.2	0.912482
7.776700	0.2	0.914168
7.780033	0.2	0.914452
7.783367	0.2	0.913651
7.786700	0.2	0.912715
7.790033	0.2	0.912426
7.793367	0.2	0.913199
7.796700	0.2	0.915388
7.800033	0.2	0.919434
7.803367	0.2	0.925316
7.806700	0.2	0.932082
7.810033	0.2	0.938284
7.813367	0.2	0.942969
7.816700	0.2	0.946438
7.820033	0.2	0.950103
7.823367	0.2	0.955625
7.826700	0.2	0.963989
7.830033	0.2	0.974890
7.833367	0.2	0.987072
7.836700	0.2	0.999253
7.840033	0.2	1.010806
7.843367	0.2	1.021838
7.846700	0.2	1.032613
7.850033	0.2	1.043342
7.853367	0.2	1.054318
7.856700	0.2	1.065759
7.860033	0.2	1.077615
7.863367	0.2	1.089838
7.866700	0.2	1.102593
7.870033	0.2	1.116041
7.873367	0.2	1.130048
7.876700	0.2	1.143985
7.880033	0.2	1.157075
7.883367	0.2	1.169071
7.886700	0.2	1.180526
7.890033	0.2	1.192088
7.893367	0.2	1.203544
7.896700	0.2	1.213998
7.900033	0.2	1.222906
7.903367	0.2	1.230310
7.906700	0.2	1.236335
7.910033	0.2	1.241080
7.913367	0.2	1.244969
7.916700	0.2	1.248540
7.920033	0.2	1.251800
7.923367	0.2	1.254166
7.926700	0.2	1.255269
7.930033	0.2	1.255260
7.933367	0.2	1.254147
7.936700	0.2	1.251400
7.940033	0.2	1.246776
7.943367	0.2	1.241323
7.946700	0.2	1.236512
7.950033	0.2	1.232624
7.953367	0.2	1.228722
7.956700	0.2	1.223995
7.960033	0.2	1.218491
7.963367	0.2	1.212605
7.966700	0.2	1.206268
7.970033	0.2	1.198887
7.973367	0.2	1.190337
7.976700	0.2	1.181187
7.980033	0.2	1.171823
7.983367	0.2	1.162407
7.986700	0.2	1.153378
7.990033	0.2	1.145019
7.993367	0.2	1.137150
7.996700	0.2	1.129382
8.000033	0.2	1.121396
8.003367	0.2	1.113173
8.006700	0.2	1.104982
8.010033	0.2	1.097391
8.013367	0.2	1.091287
8.016700	0.2	1.087347
8.020033	0.2	1.085349
8.023367	0.2	1.084087
8.026700	0.2	1.082220
8.030033	0.2	1.079389
8.033367	0.2	1.076348
8.036700	0.2	1.074080
8.040033	0.2	1.073088
8.043367	0.2	1.073140
8.046700	0.2	1.073689
8.050033	0.2	1.074420
8.053367	0.2	1.075277
8.056700	0.2	1.076004
8.060033	0.2	1.076218
8.063367	0.2	1.076045
8.066700	0.2	1.076190
8.070033	0.2	1.077303
8.073367	0.2	1.079524
8.076700	0.2	1.082532
8.080033	0.2	1.086006
8.083367	0.2	1.089917
8.086700	0.2	1.094132
8.090033	0.2	1.097997
8.093367	0.2	1.100660
8.096700	0.2	1.101829
8.100033	0.2	1.102006
8.103367	0.2	1.101610
8.106700	0.2	1.100525
8.110033	0.2	1.098751
8.113367	0.2	1.096590
8.116700	0.2	1.094164
8.120033	0.2	1.091687
8.123367	0.2	1.089876
8.126700	0.2	1.089391
8.130033	0.2	1.089931
8.133367	0.2	1.090532
8.136700	0.2	1.090826
8.140033	0.2	1.091324
8.143367	0.2	1.092604
8.146700	0.2	1.094984
8.150033	0.2	1.098649
8.153367	0.2	1.103412
8.156700	0.2	1.108474
8.160033	0.2	1.113112
8.163367	0.2	1.117634
8.166700	0.2	1.122849
8.170033	0.2	1.128991
8.173367	0.2	1.135631
8.176700	0.2	1.142267
8.180033	0.2	1.148642
8.183367	0.2	1.154700
8.186700	0.2	1.160554
8.190033	0.2	1.166346
8.193367	0.2	1.171990
8.196700	0.2	1.177266
8.200033	0.2	1.182202
8.203367	0.2	1.187073
8.206700	0.2	1.191730
8.210033	0.2	1.195609
8.213367	0.2	1.198296
8.216700	0.2	1.199474
8.220033	0.2	1.198635
8.223367	0.2	1.195488
8.226700	0.2	1.190784
8.230033	0.2	1.185904
8.233367	0.2	1.181429
8.236700	0.2	1.176987
8.240033	0.2	1.172223
8.243367	0.2	1.167259
8.246700	0.2	1.162272
8.250033	0.2	1.157108
8.253367	0.2	1.151455
8.256700	0.2	1.145215
8.260033	0.2	1.138607
8.263367	0.2	1.132181
8.266700	0.2	1.126630
8.270033	0.2	1.122165
8.273367	0.2	1.118481
8.276700	0.2	1.115124
8.280033	0.2	1.111669
8.283367	0.2	1.107836
8.286700	0.2	1.103603
8.290033	0.2	1.099082
8.293367	0.2	1.094327
8.296700	0.2	1.089144
8.300033	0.2	1.083282
8.303367	0.2	1.076879
8.306700	0.2	1.070546
8.310033	0.2	1.064874
8.313367	0.2	1.059808
8.316700	0.2	1.054942
8.320033	0.2	1.050280
8.323367	0.2	1.046234
8.326700	0.2	1.043072
8.330033	0.2	1.040669
8.333367	0.2	1.038667
8.336700	0.2	1.036655
8.340033	0.2	1.033987
8.343367	0.2	1.029936
8.346700	0.2	1.024697
8.350033	0.2	1.019766
8.353367	0.2	1.016720
8.356700	0.2	1.016017
8.360033	0.2	1.016976
8.363367	0.2	1.018471
8.366700	0.2	1.019398
8.370033	0.2	1.019011
8.373367	0.2	1.017153
8.376700	0.2	1.014308
8.380033	0.2	1.011486
8.383367	0.2	1.009647
8.386700	0.2	1.008827
8.390033	0.2	1.008119
8.393367	0.2	1.006867
8.396700	0.2	1.005358
8.400033	0.2	1.004180
8.403367	0.2	1.003491
8.406700	0.2	1.003388
8.410033	0.2	1.004296
8.413367	0.2	1.006555
8.416700	0.2	1.009684
8.420033	0.2	1.012543
8.423367	0.2	1.014215
8.426700	0.2	1.014392
8.430033	0.2	1.013260
8.433367	0.2	1.011458
8.436700	0.2	1.009866
8.440033	0.2	1.009000
8.443367	0.2	1.008720
8.446700	0.2	1.008492
8.450033	0.2	1.007873
8.453367	0.2	1.007193
8.456700	0.2	1.007523
8.460033	0.2	1.009549
8.463367	0.2	1.013023
8.466700	0.2	1.017503
8.470033	0.2	1.022997
8.473367	0.2	1.030006
8.476700	0.2	1.039114
8.480033	0.2	1.050537
8.483367	0.2	1.063952
8.486700	0.2	1.079035
8.490033	0.2	1.096237
8.493367	0.2	1.116879
8.496700	0.2	1.142481
8.500033	0.2	1.174379
8.503367	0.2	1.213634
8.506700	0.2	1.260373
8.510033	0.2	1.313295
8.513367	0.2	1.370716
8.516700	0.2	1.432262
8.520033	0.2	1.499434
8.523367	0.2	1.574568
8.526700	0.2	1.659621
8.530033	0.2	1.755734
8.533367	0.2	1.862939
8.536700	0.2	1.980257
8.540033	0.2	2.106526
8.543367	0.2	2.240906
8.546700	0.2	2.382845
8.550033	0.2	2.532033
8.553367	0.2	2.688435
8.556700	0.2	2.851998
8.560033	0.2	3.022463
8.563367	0.2	3.199507
8.566700	0.2	3.382573
8.570033	0.2	3.570244
8.573367	0.2	3.760271
8.576700	0.2	3.950573
8.580033	0.2	4.139706
8.583367	0.2	4.326194
8.586700	0.2	4.508058
8.590033	0.2	4.683263
8.593367	0.2	4.850226
8.596700	0.2	5.007833
8.600033	0.2	5.155024
8.603367	0.2	5.290234
8.606700	0.2	5.411692
8.610033	0.2	5.518114
8.613367	0.2	5.608639
8.616700	0.2	5.682581
8.620033	0.2	5.739350
8.623367	0.2	5.778717
8.626700	0.2	5.801404
8.630033	0.2	5.809008
8.633367	0.2	5.802647
8.636700	0.2	5.782535
8.640033	0.2	5.749045
8.643367	0.2	5.703336
8.646700	0.2	5.646935
8.650033	0.2	5.580918
8.653367	0.2	5.505574
8.656700	0.2	5.420772
8.660033	0.2	5.326807
8.663367	0.2	5.224654
8.666700	0.2	5.115615
8.670033	0.2	5.000853
8.673367	0.2	4.881257
8.676700	0.2	4.757559
8.680033	0.2	4.630513
8.683367	0.2	4.500910
8.686700	0.2	4.369547
8.690033	0.2	4.237080
8.693367	0.2	4.103943
8.696700	0.2	3.970382
8.700033	0.2	3.836351
8.703367	0.2	3.702017
8.706700	0.2	3.568572
8.710033	0.2	3.437810
8.713367	0.2	3.310996
8.716700	0.2	3.188653
8.720033	0.2	3.070864
8.723367	0.2	2.957345
8.726700	0.2	2.847440
8.730033	0.2	2.740459
8.733367	0.2	2.636202
8.736700	0.2	2.535088
8.740033	0.2	2.437737
8.743367	0.2	2.344730
8.746700	0.2	2.256692
8.750033	0.2	2.174280
8.753367	0.2	2.097804
8.756700	0.2	2.026972
8.760033	0.2	1.961105
8.763367	0.2	1.899539
8.766700	0.2	1.841728
8.770033	0.2	1.787446
8.773367	0.2	1.737070
8.776700	0.2	1.691063
8.780033	0.2	1.649112
8.783367	0.2	1.609959
8.786700	0.2	1.572282
8.790033	0.2	1.535607
8.793367	0.2	1.500202
8.796700	0.2	1.466540
8.800033	0.2	1.435247
8.803367	0.2	1.406982
8.806700	0.2	1.381850
8.810033	0.2	1.359330
8.813367	0.2	1.338786
8.816700	0.2	1.319973
8.820033	0.2	1.302850
8.823367	0.2	1.287027
8.826700	0.2	1.271893
8.830033	0.2	1.257202
8.833367	0.2	1.243134
8.836700	0.2	1.230091
8.840033	0.2	1.218608
8.843367	0.2	1.209266
8.846700	0.2	1.202254
8.850033	0.2	1.196847
8.853367	0.2	1.191548
8.856700	0.2	1.185094
8.860033	0.2	1.177392
8.863367	0.2	1.169485
8.866700	0.2	1.162677
8.870033	0.2	1.157625
8.873367	0.2	1.153988
8.876700	0.2	1.150835
8.880033	0.2	1.147254
8.883367	0.2	1.142831
8.886700	0.2	1.137932
8.890033	0.2	1.133662
8.893367	0.2	1.130989
8.896700	0.2	1.129718
8.900033	0.2	1.128814
8.903367	0.2	1.127454
8.906700	0.2	1.125224
8.910033	0.2	1.121820
8.913367	0.2	1.117154
8.916700	0.2	1.111715
8.920033	0.2	1.106653
8.923367	0.2	1.103138
8.926700	0.2	1.101405
8.930033	0.2	1.100642
8.933367	0.2	1.099673
8.936700	0.2	1.097498
8.940033	0.2	1.093764
8.943367	0.2	1.089135
8.946700	0.2	1.084865
8.950033	0.2	1.081629
8.953367	0.2	1.079072
8.956700	0.2	1.076763
8.960033	0.2	1.074946
8.963367	0.2	1.073969
8.966700	0.2	1.073559
8.970033	0.2	1.073107
8.973367	0.2	1.072381
8.976700	0.2	1.071393
8.980033	0.2	1.069708
8.983367	0.2	1.066681
8.986700	0.2	1.062346
8.990033	0.2	1.057535
8.993367	0.2	1.053284
8.996700	0.2	1.050346
9.000033	0.2	1.049079
9.003367	0.2	1.049256
9.006700	0.2	1.049899
9.010033	0.2	1.049819
9.013367	0.2	1.048595
9.016700	0.2	1.046709
9.020033	0.2	1.044930
9.023367	0.2	1.043817
9.026700	0.2	1.043389
9.030033	0.2	1.043277
9.033367	0.2	1.043184
9.036700	0.2	1.043077
9.040033	0.2	1.043081
9.043367	0.2	1.043258
9.046700	0.2	1.043607
9.050033	0.2	1.044166
9.053367	0.2	1.045163
9.056700	0.2	1.046974
9.060033	0.2	1.049698
9.063367	0.2	1.053065
9.066700	0.2	1.056748
9.070033	0.2	1.060534
9.073367	0.2	1.064297
9.076700	0.2	1.067985
9.080033	0.2	1.071570
9.083367	0.2	1.075002
9.086700	0.2	1.078388
9.090033	0.2	1.081955
9.093367	0.2	1.085703
9.096700	0.2	1.089531
9.100033	0.2	1.093498
9.103367	0.2	1.097708
9.106700	0.2	1.101946
9.110033	0.2	1.105722
9.113367	0.2	1.108735
9.116700	0.2	1.111096
9.120033	0.2	1.113056
9.123367	0.2	1.114700
9.126700	0.2	1.115859
9.130033	0.2	1.116586
9.133367	0.2	1.117606
9.136700	0.2	1.119631
9.140033	0.2	1.122472
9.143367	0.2	1.125447
9.146700	0.2	1.128092
9.150033	0.2	1.130435
9.153367	0.2	1.132777
9.156700	0.2	1.135222
9.160033	0.2	1.137727
9.163367	0.2	1.140283
9.166700	0.2	1.142761
9.170033	0.2	1.144824
9.173367	0.2	1.146174
9.176700	0.2	1.146896
9.180033	0.2	1.147650
9.183367	0.2	1.149243
9.186700	0.2	1.151743
9.190033	0.2	1.154123
9.193367	0.2	1.155017
9.196700	0.2	1.154006
9.200033	0.2	1.151855
9.203367	0.2	1.149657
9.206700	0.2	1.148079
9.210033	0.2	1.147026
9.213367	0.2	1.146034
9.216700	0.2	1.145154
9.220033	0.2	1.145019
9.223367	0.2	1.145769
9.226700	0.2	1.146598
9.230033	0.2	1.146612
9.233367	0.2	1.145806
9.236700	0.2	1.144884
9.240033	0.2	1.144400
9.243367	0.2	1.144330
9.246700	0.2	1.144540
9.250033	0.2	1.145075
9.253367	0.2	1.145648
9.256700	0.2	1.145597
9.260033	0.2	1.144414
9.263367	0.2	1.142160
9.266700	0.2	1.139501
9.270033	0.2	1.137368
9.273367	0.2	1.136325
9.276700	0.2	1.136279
9.280033	0.2	1.136502
9.283367	0.2	1.136092
9.286700	0.2	1.134775
9.290033	0.2	1.133257
9.293367	0.2	1.132549
9.296700	0.2	1.133014
9.300033	0.2	1.134430
9.303367	0.2	1.136404
9.306700	0.2	1.138416
9.310033	0.2	1.139846
9.313367	0.2	1.140330
9.316700	0.2	1.140125
9.320033	0.2	1.140027
9.323367	0.2	1.140679
9.326700	0.2	1.141997
9.330033	0.2	1.143375
9.333367	0.2	1.144302
9.336700	0.2	1.144791
9.340033	0.2	1.145341
9.343367	0.2	1.146314
9.346700	0.2	1.147408
9.350033	0.2	1.147804
9.353367	0.2	1.146980
9.356700	0.2	1.145182
9.360033	0.2	1.142919
9.363367	0.2	1.140274
9.366700	0.2	1.137024
9.370033	0.2	1.133159
9.373367	0.2	1.129233
9.376700	0.2	1.125997
9.380033	0.2	1.123874
9.383367	0.2	1.123012
9.386700	0.2	1.123371
9.390033	0.2	1.124623
9.393367	0.2	1.126318
9.396700	0.2	1.128050
9.400033	0.2	1.129219
9.403367	0.2	1.129233
9.406700	0.2	1.127874
9.410033	0.2	1.125415
9.413367	0.2	1.122598
9.416700	0.2	1.120260
9.420033	0.2	1.118691
9.423367	0.2	1.117559
9.426700	0.2	1.116474
9.430033	0.2	1.115203
9.433367	0.2	1.113615
9.436700	0.2	1.111706
9.440033	0.2	1.109811
9.443367	0.2	1.108572
9.446700	0.2	1.108418
9.450033	0.2	1.109163
9.453367	0.2	1.110113
9.456700	0.2	1.110649
9.460033	0.2	1.110621
9.463367	0.2	1.109908
9.466700	0.2	1.108181
9.470033	0.2	1.105587
9.473367	0.2	1.103105
9.476700	0.2	1.101559
9.480033	0.2	1.100679
9.483367	0.2	1.099692
9.486700	0.2	1.098444
9.490033	0.2	1.097107
9.493367	0.2	1.095505
9.496700	0.2	1.093457
9.500033	0.2	1.090998
9.503367	0.2	1.088246
9.506700	0.2	1.085550
9.510033	0.2	1.083338
9.513367	0.2	1.081666
9.516700	0.2	1.080199
9.520033	0.2	1.078607
9.523367	0.2	1.076795
9.526700	0.2	1.075058
9.530033	0.2	1.074034
9.533367	0.2	1.074220
9.536700	0.2	1.075543
9.540033	0.2	1.077452
9.543367	0.2	1.079342
9.546700	0.2	1.080772
9.550033	0.2	1.081335
9.553367	0.2	1.080809
9.556700	0.2	1.079361
9.560033	0.2	1.077331
9.563367	0.2	1.075142
9.566700	0.2	1.073368
9.570033	0.2	1.072488
9.573367	0.2	1.072506
9.576700	0.2	1.072921
9.580033	0.2	1.073331
9.583367	0.2	1.073801
9.586700	0.2	1.074388
9.590033	0.2	1.074965
9.593367	0.2	1.075491
9.596700	0.2	1.076073
9.600033	0.2	1.076711
9.603367	0.2	1.077196
9.606700	0.2	1.077191
9.610033	0.2	1.076646
9.613367	0.2	1.075994
9.616700	0.2	1.075780
9.620033	0.2	1.076413
9.623367	0.2	1.078085
9.626700	0.2	1.080516
9.630033	0.2	1.083021
9.633367	0.2	1.085098
9.636700	0.2	1.086681
9.640033	0.2	1.087920
9.643367	0.2	1.089093
9.646700	0.2	1.090495
9.650033	0.2	1.091920
9.653367	0.2	1.092786
9.656700	0.2	1.093056
9.660033	0.2	1.093391
9.663367	0.2	1.094243
9.666700	0.2	1.095487
9.670033	0.2	1.096590
9.673367	0.2	1.096847
9.676700	0.2	1.096115
9.680033	0.2	1.095226
9.683367	0.2	1.094872
9.686700	0.2	1.094653
9.690033	0.2	1.093941
9.693367	0.2	1.092949
9.696700	0.2	1.092483
9.700033	0.2	1.092991
9.703367	0.2	1.094174
9.706700	0.2	1.095734
9.710033	0.2	1.097815
9.713367	0.2	1.100218
9.716700	0.2	1.102006
9.720033	0.2	1.102653
9.723367	0.2	1.102532
9.726700	0.2	1.101959
9.730033	0.2	1.100600
9.733367	0.2	1.098230
9.736700	0.2	1.095491
9.740033	0.2	1.093643
9.743367	0.2	1.093550
9.746700	0.2	1.094746
9.750033	0.2	1.095627
9.753367	0.2	1.094635
9.756700	0.2	1.091301
9.760033	0.2	1.086337
9.763367	0.2	1.080940
9.766700	0.2	1.076059
9.770033	0.2	1.072362
9.773367	0.2	1.070285
9.776700	0.2	1.069671
9.780033	0.2	1.069722
9.783367	0.2	1.069615
9.786700	0.2	1.069061
9.790033	0.2	1.068166
9.793367	0.2	1.067212
9.796700	0.2	1.066485
9.800033	0.2	1.066090
9.803367	0.2	1.066206
9.806700	0.2	1.067002
9.810033	0.2	1.068241
9.813367	0.2	1.069466
9.816700	0.2	1.070346
9.820033	0.2	1.070551
9.823367	0.2	1.069824
9.826700	0.2	1.068562
9.830033	0.2	1.067743
9.833367	0.2	1.068129
9.836700	0.2	1.069834
9.840033	0.2	1.072409
9.843367	0.2	1.075007
9.846700	0.2	1.076655
9.850033	0.2	1.076791
9.853367	0.2	1.075603
9.856700	0.2	1.073852
9.860033	0.2	1.072539
9.863367	0.2	1.072781
9.866700	0.2	1.075179
9.870033	0.2	1.078816
9.873367	0.2	1.081596
9.876700	0.2	1.082094
9.880033	0.2	1.080576
9.883367	0.2	1.078290
9.886700	0.2	1.076413
9.890033	0.2	1.075566
9.893367	0.2	1.075808
9.896700	0.2	1.076735
9.900033	0.2	1.077731
9.903367	0.2	1.078583
9.906700	0.2	1.079841
9.910033	0.2	1.082341
9.913367	0.2	1.086104
9.916700	0.2	1.089703
9.920033	0.2	1.091463
9.923367	0.2	1.091016
9.926700	0.2	1.089061
9.930033	0.2	1.086267
9.933367	0.2	1.083319
9.936700	0.2	1.081144
9.940033	0.2	1.080232
9.943367	0.2	1.080437
9.946700	0.2	1.081466
9.950033	0.2	1.083002
9.953367	0.2	1.084497
