URL	chrom://desktop-atn1jv4/ChromeleonLocal/Instrument Data/VANQUISH_1/Simon/Norbelladine Figures 3 and 4.seq/650.smp/UV_VIS_1.channel/UV_VIS_1.chm
Channel	UV_VIS_1

Injection Information:
Data Vault	ChromeleonLocal
Sequence	Norbelladine Figures 3 and 4
Name	WT fed 500 -3
Number	75
Position	Y:B5
Comment	
Processing Method	norbelladine
Instrument Method	norbelladine
Type	Unknown
Status	Finished
Inject Time	6/11/2022 6:19:31 AM -05:00
Volume (µl)	10.00
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.003350
Time Max. (min)	28.000017
Data Points	8400
Detector	UV
Generating Data System	Chromeleon 7.2.10.24543
Exporting Data System	Chromeleon 7.2.10.0
Operator	Instrument Controller
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-0.545266
Signal Max.	70.751691
Channel	UV_VIS_1
Driver Name	VDAD.dll
Channel Type	Evaluation
Min. Step (s)	0.2
Max. Step (s)	0.2
Average Step (s)	0.2

Signal Parameter Information:
Signal Info	WVL:277 nm

Chromatogram Data:
Time (min)	Step (s)	Value (mAU)
7.343350	0.2	21.661487
7.346683	0.2	21.342617
7.350017	0.2	21.021492
7.353350	0.2	20.699357
7.356683	0.2	20.377361
7.360017	0.2	20.055762
7.363350	0.2	19.734232
7.366683	0.2	19.412572
7.370017	0.2	19.090967
7.373350	0.2	18.769992
7.376683	0.2	18.450487
7.380017	0.2	18.133186
7.383350	0.2	17.818213
7.386683	0.2	17.505204
7.390017	0.2	17.193747
7.393350	0.2	16.883607
7.396683	0.2	16.574846
7.400017	0.2	16.268026
7.403350	0.2	15.964117
7.406683	0.2	15.663807
7.410017	0.2	15.366697
7.413350	0.2	15.071761
7.416683	0.2	14.778529
7.420017	0.2	14.487193
7.423350	0.2	14.197952
7.426683	0.2	13.911044
7.430017	0.2	13.627233
7.433350	0.2	13.347431
7.436683	0.2	13.071923
7.440017	0.2	12.800340
7.443350	0.2	12.532300
7.446683	0.2	12.267679
7.450017	0.2	12.006364
7.453350	0.2	11.748201
7.456683	0.2	11.493163
7.460017	0.2	11.241380
7.463350	0.2	10.992852
7.466683	0.2	10.747314
7.470017	0.2	10.504443
7.473350	0.2	10.264050
7.476683	0.2	10.026069
7.480017	0.2	9.790640
7.483350	0.2	9.558112
7.486683	0.2	9.329151
7.490017	0.2	9.104689
7.493350	0.2	8.885530
7.496683	0.2	8.671684
7.500017	0.2	8.462300
7.503350	0.2	8.256477
7.506683	0.2	8.054068
7.510017	0.2	7.855440
7.513350	0.2	7.660827
7.516683	0.2	7.470055
7.520017	0.2	7.282970
7.523350	0.2	7.099705
7.526683	0.2	6.920397
7.530017	0.2	6.745085
7.533350	0.2	6.573829
7.536683	0.2	6.406726
7.540017	0.2	6.243913
7.543350	0.2	6.085583
7.546683	0.2	5.931784
7.550017	0.2	5.782275
7.553350	0.2	5.636658
7.556683	0.2	5.494710
7.560017	0.2	5.356199
7.563350	0.2	5.220626
7.566683	0.2	5.087843
7.570017	0.2	4.958468
7.573350	0.2	4.833285
7.576683	0.2	4.712548
7.580017	0.2	4.596044
7.583350	0.2	4.483173
7.586683	0.2	4.372913
7.590017	0.2	4.264354
7.593350	0.2	4.157340
7.596683	0.2	4.052459
7.600017	0.2	3.950801
7.603350	0.2	3.853515
7.606683	0.2	3.760946
7.610017	0.2	3.672452
7.613350	0.2	3.587203
7.616683	0.2	3.504637
7.620017	0.2	3.424208
7.623350	0.2	3.345772
7.626683	0.2	3.269939
7.630017	0.2	3.197379
7.633350	0.2	3.128061
7.636683	0.2	3.061374
7.640017	0.2	2.996521
7.643350	0.2	2.933112
7.646683	0.2	2.871593
7.650017	0.2	2.812953
7.653350	0.2	2.757697
7.656683	0.2	2.705515
7.660017	0.2	2.655867
7.663350	0.2	2.608243
7.666683	0.2	2.562073
7.670017	0.2	2.516801
7.673350	0.2	2.472135
7.676683	0.2	2.428540
7.680017	0.2	2.387087
7.683350	0.2	2.348176
7.686683	0.2	2.310951
7.690017	0.2	2.274490
7.693350	0.2	2.238993
7.696683	0.2	2.205158
7.700017	0.2	2.173209
7.703350	0.2	2.142978
7.706683	0.2	2.114228
7.710017	0.2	2.086363
7.713350	0.2	2.058255
7.716683	0.2	2.028891
7.720017	0.2	1.998218
7.723350	0.2	1.967209
7.726683	0.2	1.937221
7.730017	0.2	1.909435
7.733350	0.2	1.884596
7.736683	0.2	1.862817
7.740017	0.2	1.843376
7.743350	0.2	1.825141
7.746683	0.2	1.807362
7.750017	0.2	1.789853
7.753350	0.2	1.772703
7.756683	0.2	1.756037
7.760017	0.2	1.739729
7.763350	0.2	1.723622
7.766683	0.2	1.707980
7.770017	0.2	1.693382
7.773350	0.2	1.680022
7.776683	0.2	1.667645
7.780017	0.2	1.656134
7.783350	0.2	1.645605
7.786683	0.2	1.635915
7.790017	0.2	1.626643
7.793350	0.2	1.617637
7.796683	0.2	1.609279
7.800017	0.2	1.602112
7.803350	0.2	1.596264
7.806683	0.2	1.591444
7.810017	0.2	1.587658
7.813350	0.2	1.585330
7.816683	0.2	1.584757
7.820017	0.2	1.585619
7.823350	0.2	1.587011
7.826683	0.2	1.588007
7.830017	0.2	1.588445
7.833350	0.2	1.588911
7.836683	0.2	1.590098
7.840017	0.2	1.592413
7.843350	0.2	1.595691
7.846683	0.2	1.599179
7.850017	0.2	1.602322
7.853350	0.2	1.605381
7.856683	0.2	1.609013
7.860017	0.2	1.613572
7.863350	0.2	1.619011
7.866683	0.2	1.625083
7.870017	0.2	1.631458
7.873350	0.2	1.637926
7.876683	0.2	1.644250
7.880017	0.2	1.649777
7.883350	0.2	1.653624
7.886683	0.2	1.655379
7.890017	0.2	1.655510
7.893350	0.2	1.655025
7.896683	0.2	1.654797
7.900017	0.2	1.655133
7.903350	0.2	1.655822
7.906683	0.2	1.656474
7.910017	0.2	1.656627
7.913350	0.2	1.655696
7.916683	0.2	1.653172
7.920017	0.2	1.648930
7.923350	0.2	1.643253
7.926683	0.2	1.636581
7.930017	0.2	1.629591
7.933350	0.2	1.623454
7.936683	0.2	1.618932
7.940017	0.2	1.615393
7.943350	0.2	1.611551
7.946683	0.2	1.606704
7.950017	0.2	1.600860
7.953350	0.2	1.594038
7.956683	0.2	1.585972
7.960017	0.2	1.576692
7.963350	0.2	1.567095
7.966683	0.2	1.558526
7.970017	0.2	1.551830
7.973350	0.2	1.546969
7.976683	0.2	1.543290
7.980017	0.2	1.539909
7.983350	0.2	1.535974
7.986683	0.2	1.530885
7.990017	0.2	1.524407
7.993350	0.2	1.516743
7.996683	0.2	1.508468
8.000017	0.2	1.500403
8.003350	0.2	1.493427
8.006683	0.2	1.488058
8.010017	0.2	1.483993
8.013350	0.2	1.480379
8.016683	0.2	1.476752
8.020017	0.2	1.473175
8.023350	0.2	1.469613
8.026683	0.2	1.465701
8.030017	0.2	1.461189
8.033350	0.2	1.456141
8.036683	0.2	1.450907
8.040017	0.2	1.445995
8.043350	0.2	1.441780
8.046683	0.2	1.438251
8.050017	0.2	1.435359
8.053350	0.2	1.433175
8.056683	0.2	1.431592
8.060017	0.2	1.430470
8.063350	0.2	1.429799
8.066683	0.2	1.429538
8.070017	0.2	1.429445
8.073350	0.2	1.429073
8.076683	0.2	1.428016
8.080017	0.2	1.426185
8.083350	0.2	1.423592
8.086683	0.2	1.420076
8.090017	0.2	1.415457
8.093350	0.2	1.409799
8.096683	0.2	1.403415
8.100017	0.2	1.396714
8.103350	0.2	1.390222
8.106683	0.2	1.384537
8.110017	0.2	1.379759
8.113350	0.2	1.375228
8.116683	0.2	1.370194
8.120017	0.2	1.364551
8.123350	0.2	1.358869
8.126683	0.2	1.353989
8.130017	0.2	1.350562
8.133350	0.2	1.348769
8.136683	0.2	1.348210
8.140017	0.2	1.348001
8.143350	0.2	1.347293
8.146683	0.2	1.345803
8.150017	0.2	1.343880
8.153350	0.2	1.342539
8.156683	0.2	1.343158
8.160017	0.2	1.346366
8.163350	0.2	1.351088
8.166683	0.2	1.355405
8.170017	0.2	1.358329
8.173350	0.2	1.360257
8.176683	0.2	1.362031
8.180017	0.2	1.364071
8.183350	0.2	1.366222
8.186683	0.2	1.368327
8.190017	0.2	1.370581
8.193350	0.2	1.372909
8.196683	0.2	1.374478
8.200017	0.2	1.374166
8.203350	0.2	1.371447
8.206683	0.2	1.367028
8.210017	0.2	1.362339
8.213350	0.2	1.358204
8.216683	0.2	1.354292
8.220017	0.2	1.349519
8.223350	0.2	1.342921
8.226683	0.2	1.334730
8.230017	0.2	1.326213
8.233350	0.2	1.318487
8.236683	0.2	1.311880
8.240017	0.2	1.305928
8.243350	0.2	1.299642
8.246683	0.2	1.292159
8.250017	0.2	1.283363
8.253350	0.2	1.273910
8.256683	0.2	1.264540
8.260017	0.2	1.255567
8.263350	0.2	1.247204
8.266683	0.2	1.239893
8.270017	0.2	1.233779
8.273350	0.2	1.228466
8.276683	0.2	1.223730
8.280017	0.2	1.219590
8.283350	0.2	1.215776
8.286683	0.2	1.211562
8.290017	0.2	1.206249
8.293350	0.2	1.199618
8.296683	0.2	1.191902
8.300017	0.2	1.183553
8.303350	0.2	1.175385
8.306683	0.2	1.168549
8.310017	0.2	1.163683
8.313350	0.2	1.160204
8.316683	0.2	1.156842
8.320017	0.2	1.152782
8.323350	0.2	1.148167
8.326683	0.2	1.143496
8.330017	0.2	1.138751
8.333350	0.2	1.133499
8.336683	0.2	1.127664
8.340017	0.2	1.121829
8.343350	0.2	1.116716
8.346683	0.2	1.112553
8.350017	0.2	1.109340
8.353350	0.2	1.107277
8.356683	0.2	1.106374
8.360017	0.2	1.106067
8.363350	0.2	1.105675
8.366683	0.2	1.104767
8.370017	0.2	1.103287
8.373350	0.2	1.101466
8.376683	0.2	1.099613
8.380017	0.2	1.097969
8.383350	0.2	1.096735
8.386683	0.2	1.095985
8.390017	0.2	1.095687
8.393350	0.2	1.095757
8.396683	0.2	1.096041
8.400017	0.2	1.096088
8.403350	0.2	1.095249
8.406683	0.2	1.093475
8.410017	0.2	1.091501
8.413350	0.2	1.090025
8.416683	0.2	1.089228
8.420017	0.2	1.088986
8.423350	0.2	1.088837
8.426683	0.2	1.088097
8.430017	0.2	1.086467
8.433350	0.2	1.084497
8.436683	0.2	1.083100
8.440017	0.2	1.082895
8.443350	0.2	1.084306
8.446683	0.2	1.087640
8.450017	0.2	1.092511
8.453350	0.2	1.097918
8.456683	0.2	1.103478
8.460017	0.2	1.109913
8.463350	0.2	1.118076
8.466683	0.2	1.128325
8.470017	0.2	1.140670
8.473350	0.2	1.154975
8.476683	0.2	1.171343
8.480017	0.2	1.190579
8.483350	0.2	1.213877
8.486683	0.2	1.242114
8.490017	0.2	1.275670
8.493350	0.2	1.314702
8.496683	0.2	1.359670
8.500017	0.2	1.411149
8.503350	0.2	1.469450
8.506683	0.2	1.534838
8.510017	0.2	1.607826
8.513350	0.2	1.688846
8.516683	0.2	1.777876
8.520017	0.2	1.874641
8.523350	0.2	1.979233
8.526683	0.2	2.092212
8.530017	0.2	2.213758
8.533350	0.2	2.343482
8.536683	0.2	2.481239
8.540017	0.2	2.627149
8.543350	0.2	2.780836
8.546683	0.2	2.941536
8.550017	0.2	3.108718
8.553350	0.2	3.281860
8.556683	0.2	3.459924
8.560017	0.2	3.641332
8.563350	0.2	3.824430
8.566683	0.2	4.007723
8.570017	0.2	4.189741
8.573350	0.2	4.368769
8.576683	0.2	4.542870
8.580017	0.2	4.710304
8.583350	0.2	4.869658
8.586683	0.2	5.019368
8.590017	0.2	5.157636
8.593350	0.2	5.282853
8.596683	0.2	5.393876
8.600017	0.2	5.489970
8.603350	0.2	5.570771
8.606683	0.2	5.636243
8.610017	0.2	5.686637
8.613350	0.2	5.722302
8.616683	0.2	5.743476
8.620017	0.2	5.750274
8.623350	0.2	5.742800
8.626683	0.2	5.721301
8.630017	0.2	5.686292
8.633350	0.2	5.638902
8.636683	0.2	5.581002
8.640017	0.2	5.514445
8.643350	0.2	5.439725
8.646683	0.2	5.356283
8.650017	0.2	5.264003
8.653350	0.2	5.163765
8.656683	0.2	5.057030
8.660017	0.2	4.945346
8.663350	0.2	4.829895
8.666683	0.2	4.711277
8.670017	0.2	4.589576
8.673350	0.2	4.464937
8.676683	0.2	4.338063
8.680017	0.2	4.209960
8.683350	0.2	4.081395
8.686683	0.2	3.952677
8.690017	0.2	3.823885
8.693350	0.2	3.695288
8.696683	0.2	3.567454
8.700017	0.2	3.441009
8.703350	0.2	3.316659
8.706683	0.2	3.195088
8.710017	0.2	3.076675
8.713350	0.2	2.961727
8.716683	0.2	2.850452
8.720017	0.2	2.742871
8.723350	0.2	2.639145
8.726683	0.2	2.539651
8.730017	0.2	2.444619
8.733350	0.2	2.354234
8.736683	0.2	2.269009
8.740017	0.2	2.189330
8.743350	0.2	2.114824
8.746683	0.2	2.044789
8.750017	0.2	1.979056
8.753350	0.2	1.917626
8.756683	0.2	1.859940
8.760017	0.2	1.805229
8.763350	0.2	1.753136
8.766683	0.2	1.703766
8.770017	0.2	1.657289
8.773350	0.2	1.613689
8.776683	0.2	1.573148
8.780017	0.2	1.536463
8.783350	0.2	1.504491
8.786683	0.2	1.477040
8.790017	0.2	1.452845
8.793350	0.2	1.430316
8.796683	0.2	1.408053
8.800017	0.2	1.385501
8.803350	0.2	1.363237
8.806683	0.2	1.342203
8.810017	0.2	1.322948
8.813350	0.2	1.305472
8.816683	0.2	1.289588
8.820017	0.2	1.275484
8.823350	0.2	1.263754
8.826683	0.2	1.254692
8.830017	0.2	1.247525
8.833350	0.2	1.240643
8.836683	0.2	1.232661
8.840017	0.2	1.223241
8.843350	0.2	1.213048
8.846683	0.2	1.203176
8.850017	0.2	1.194519
8.853350	0.2	1.187376
8.856683	0.2	1.181425
8.860017	0.2	1.176056
8.863350	0.2	1.170887
8.866683	0.2	1.166062
8.870017	0.2	1.162025
8.873350	0.2	1.158928
8.876683	0.2	1.156405
8.880017	0.2	1.153941
8.883350	0.2	1.151343
8.886683	0.2	1.148619
8.890017	0.2	1.145597
8.893350	0.2	1.142188
8.896683	0.2	1.138528
8.900017	0.2	1.134560
8.903350	0.2	1.130258
8.906683	0.2	1.125988
8.910017	0.2	1.122202
8.913350	0.2	1.118989
8.916683	0.2	1.115995
8.920017	0.2	1.112889
8.923350	0.2	1.109997
8.926683	0.2	1.107906
8.930017	0.2	1.106379
8.933350	0.2	1.104451
8.936683	0.2	1.101620
8.940017	0.2	1.098304
8.943350	0.2	1.095254
8.946683	0.2	1.092907
8.950017	0.2	1.090895
8.953350	0.2	1.088339
8.956683	0.2	1.084893
8.960017	0.2	1.081014
8.963350	0.2	1.077140
8.966683	0.2	1.073410
8.970017	0.2	1.070248
8.973350	0.2	1.068134
8.976683	0.2	1.066690
8.980017	0.2	1.064767
8.983350	0.2	1.061517
8.986683	0.2	1.056986
8.990017	0.2	1.052092
8.993350	0.2	1.048343
8.996683	0.2	1.046839
9.000017	0.2	1.047421
9.003350	0.2	1.049000
9.006683	0.2	1.050481
9.010017	0.2	1.051333
9.013350	0.2	1.051463
9.016683	0.2	1.050835
9.020017	0.2	1.049335
9.023350	0.2	1.047170
9.026683	0.2	1.044869
9.030017	0.2	1.042895
9.033350	0.2	1.041242
9.036683	0.2	1.039654
9.040017	0.2	1.038113
9.043350	0.2	1.037042
9.046683	0.2	1.036976
9.050017	0.2	1.038215
9.053350	0.2	1.040492
9.056683	0.2	1.043207
9.060017	0.2	1.045964
9.063350	0.2	1.048646
9.066683	0.2	1.051119
9.070017	0.2	1.052944
9.073350	0.2	1.053843
9.076683	0.2	1.054276
9.080017	0.2	1.054988
9.083350	0.2	1.056106
9.086683	0.2	1.057419
9.090017	0.2	1.058988
9.093350	0.2	1.060911
9.096683	0.2	1.062867
9.100017	0.2	1.064506
9.103350	0.2	1.065703
9.106683	0.2	1.066267
9.110017	0.2	1.065889
9.113350	0.2	1.064767
9.116683	0.2	1.063910
9.120017	0.2	1.064143
9.123350	0.2	1.064930
9.126683	0.2	1.065158
9.130017	0.2	1.064749
9.133350	0.2	1.064227
9.136683	0.2	1.063566
9.140017	0.2	1.062499
9.143350	0.2	1.061354
9.146683	0.2	1.060842
9.150017	0.2	1.061345
9.153350	0.2	1.062825
9.156683	0.2	1.065074
9.160017	0.2	1.067580
9.163350	0.2	1.069601
9.166683	0.2	1.070672
9.170017	0.2	1.070858
9.173350	0.2	1.070206
9.176683	0.2	1.068567
9.180017	0.2	1.066118
9.183350	0.2	1.063501
9.186683	0.2	1.061331
9.190017	0.2	1.059710
9.193350	0.2	1.058294
9.196683	0.2	1.057000
9.200017	0.2	1.056329
9.203350	0.2	1.056567
9.206683	0.2	1.057279
9.210017	0.2	1.057740
9.213350	0.2	1.057591
9.216683	0.2	1.057312
9.220017	0.2	1.057731
9.223350	0.2	1.059030
9.226683	0.2	1.060693
9.230017	0.2	1.062043
9.233350	0.2	1.062322
9.236683	0.2	1.060907
9.240017	0.2	1.058159
9.243350	0.2	1.055389
9.246683	0.2	1.053698
9.250017	0.2	1.053358
9.253350	0.2	1.054206
9.256683	0.2	1.055733
9.260017	0.2	1.057056
9.263350	0.2	1.057438
9.266683	0.2	1.056795
9.270017	0.2	1.055640
9.273350	0.2	1.054746
9.276683	0.2	1.054853
9.280017	0.2	1.056409
9.283350	0.2	1.059263
9.286683	0.2	1.062513
9.290017	0.2	1.065065
9.293350	0.2	1.066355
9.296683	0.2	1.066332
9.300017	0.2	1.065107
9.303350	0.2	1.062853
9.306683	0.2	1.059971
9.310017	0.2	1.057284
9.313350	0.2	1.055836
9.316683	0.2	1.056148
9.320017	0.2	1.057745
9.323350	0.2	1.059468
9.326683	0.2	1.060381
9.330017	0.2	1.060436
9.333350	0.2	1.060334
9.336683	0.2	1.060823
9.340017	0.2	1.061666
9.343350	0.2	1.061652
9.346683	0.2	1.060073
9.350017	0.2	1.057689
9.353350	0.2	1.055915
9.356683	0.2	1.055286
9.360017	0.2	1.055123
9.363350	0.2	1.054606
9.366683	0.2	1.053857
9.370017	0.2	1.053838
9.373350	0.2	1.055212
9.376683	0.2	1.057512
9.380017	0.2	1.059459
9.383350	0.2	1.059985
9.386683	0.2	1.058956
9.390017	0.2	1.057046
9.393350	0.2	1.055142
9.396683	0.2	1.054048
9.400017	0.2	1.054495
9.403350	0.2	1.056674
9.406683	0.2	1.059989
9.410017	0.2	1.063463
9.413350	0.2	1.066197
9.416683	0.2	1.067785
9.420017	0.2	1.068544
9.423350	0.2	1.068874
9.426683	0.2	1.068637
9.430017	0.2	1.067421
9.433350	0.2	1.065191
9.436683	0.2	1.062406
9.440017	0.2	1.059379
9.443350	0.2	1.056041
9.446683	0.2	1.052637
9.450017	0.2	1.049996
9.453350	0.2	1.048921
9.456683	0.2	1.049712
9.460017	0.2	1.052129
9.463350	0.2	1.055393
9.466683	0.2	1.058285
9.470017	0.2	1.059733
9.473350	0.2	1.059491
9.476683	0.2	1.058113
9.480017	0.2	1.056441
9.483350	0.2	1.055156
9.486683	0.2	1.054555
9.490017	0.2	1.054611
9.493350	0.2	1.055049
9.496683	0.2	1.055435
9.500017	0.2	1.055440
9.503350	0.2	1.055123
9.506683	0.2	1.054811
9.510017	0.2	1.054644
9.513350	0.2	1.054667
9.516683	0.2	1.055025
9.520017	0.2	1.055482
9.523350	0.2	1.055459
9.526683	0.2	1.054690
9.530017	0.2	1.053326
9.533350	0.2	1.051677
9.536683	0.2	1.050145
9.540017	0.2	1.049046
9.543350	0.2	1.048297
9.546683	0.2	1.047496
9.550017	0.2	1.046690
9.553350	0.2	1.046592
9.556683	0.2	1.047724
9.560017	0.2	1.049791
9.563350	0.2	1.052115
9.566683	0.2	1.054280
9.570017	0.2	1.056259
9.573350	0.2	1.058090
9.576683	0.2	1.059598
9.580017	0.2	1.060599
9.583350	0.2	1.061051
9.586683	0.2	1.060907
9.590017	0.2	1.060283
9.593350	0.2	1.059659
9.596683	0.2	1.059612
9.600017	0.2	1.060269
9.603350	0.2	1.060981
9.606683	0.2	1.061228
9.610017	0.2	1.061452
9.613350	0.2	1.062495
9.616683	0.2	1.064721
9.620017	0.2	1.067971
9.623350	0.2	1.071859
9.626683	0.2	1.075682
9.630017	0.2	1.078425
9.633350	0.2	1.079491
9.636683	0.2	1.079193
9.640017	0.2	1.078299
9.643350	0.2	1.077619
9.646683	0.2	1.077848
9.650017	0.2	1.079054
9.653350	0.2	1.080520
9.656683	0.2	1.081540
9.660017	0.2	1.082206
9.663350	0.2	1.083263
9.666683	0.2	1.085023
9.670017	0.2	1.086881
9.673350	0.2	1.088073
9.676683	0.2	1.088199
9.680017	0.2	1.087468
9.683350	0.2	1.086802
9.686683	0.2	1.087063
9.690017	0.2	1.088213
9.693350	0.2	1.089508
9.696683	0.2	1.089890
9.700017	0.2	1.088460
9.703350	0.2	1.085470
9.706683	0.2	1.082364
9.710017	0.2	1.080413
9.713350	0.2	1.079924
9.716683	0.2	1.080539
9.720017	0.2	1.081456
9.723350	0.2	1.081699
9.726683	0.2	1.080711
9.730017	0.2	1.078635
9.733350	0.2	1.075966
9.736683	0.2	1.073293
9.740017	0.2	1.071072
9.743350	0.2	1.069386
9.746683	0.2	1.067864
9.750017	0.2	1.065992
9.753350	0.2	1.063668
9.756683	0.2	1.061433
9.760017	0.2	1.060115
9.763350	0.2	1.059975
9.766683	0.2	1.060315
9.770017	0.2	1.060087
9.773350	0.2	1.058574
9.776683	0.2	1.055817
9.780017	0.2	1.052604
9.783350	0.2	1.049824
9.786683	0.2	1.047878
9.790017	0.2	1.046956
9.793350	0.2	1.046993
9.796683	0.2	1.047477
9.800017	0.2	1.047826
9.803350	0.2	1.047757
9.806683	0.2	1.047179
9.810017	0.2	1.046215
9.813350	0.2	1.045200
9.816683	0.2	1.044362
9.820017	0.2	1.043775
9.823350	0.2	1.043649
9.826683	0.2	1.044283
9.830017	0.2	1.045875
9.833350	0.2	1.048450
9.836683	0.2	1.051542
9.840017	0.2	1.054117
9.843350	0.2	1.055421
9.846683	0.2	1.055556
9.850017	0.2	1.055147
9.853350	0.2	1.054769
9.856683	0.2	1.054690
9.860017	0.2	1.054844
9.863350	0.2	1.054658
9.866683	0.2	1.053354
9.870017	0.2	1.050914
9.873350	0.2	1.048162
9.876683	0.2	1.045768
9.880017	0.2	1.043696
9.883350	0.2	1.041577
9.886683	0.2	1.039454
9.890017	0.2	1.038034
9.893350	0.2	1.037912
9.896683	0.2	1.038564
9.900017	0.2	1.038644
9.903350	0.2	1.037414
9.906683	0.2	1.035267
9.910017	0.2	1.032990
9.913350	0.2	1.031272
9.916683	0.2	1.030578
9.920017	0.2	1.030872
9.923350	0.2	1.031756
9.926683	0.2	1.032799
9.930017	0.2	1.033656
9.933350	0.2	1.033926
9.936683	0.2	1.033270
9.940017	0.2	1.031598
9.943350	0.2	1.029293
9.946683	0.2	1.027328
9.950017	0.2	1.026820
9.953350	0.2	1.027901
9.956683	0.2	1.029521
9.960017	0.2	1.030550
9.963350	0.2	1.030527
9.966683	0.2	1.029531
9.970017	0.2	1.027938
9.973350	0.2	1.026196
9.976683	0.2	1.024674
9.980017	0.2	1.023551
9.983350	0.2	1.022709
9.986683	0.2	1.022001
9.990017	0.2	1.021572
9.993350	0.2	1.021698
9.996683	0.2	1.022657
10.000017	0.2	1.024813
10.003350	0.2	1.028157
10.006683	0.2	1.031905
10.010017	0.2	1.035002
10.013350	0.2	1.037065
10.016683	0.2	1.038774
10.020017	0.2	1.041247
10.023350	0.2	1.045121
10.026683	0.2	1.050136
10.030017	0.2	1.055361
10.033350	0.2	1.059799
10.036683	0.2	1.062844
10.040017	0.2	1.064362
10.043350	0.2	1.064530
10.046683	0.2	1.063892
10.050017	0.2	1.063053
10.053350	0.2	1.062313
10.056683	0.2	1.061773
10.060017	0.2	1.061647
10.063350	0.2	1.062197
10.066683	0.2	1.063477
10.070017	0.2	1.065317
10.073350	0.2	1.067379
10.076683	0.2	1.069102
10.080017	0.2	1.070146
10.083350	0.2	1.070844
10.086683	0.2	1.071854
10.090017	0.2	1.073391
10.093350	0.2	1.075054
10.096683	0.2	1.076269
10.100017	0.2	1.076791
10.103350	0.2	1.076795
10.106683	0.2	1.076539
10.110017	0.2	1.076078
10.113350	0.2	1.075440
10.116683	0.2	1.074676
10.120017	0.2	1.073563
10.123350	0.2	1.071827
10.126683	0.2	1.069717
10.130017	0.2	1.067910
10.133350	0.2	1.066900
10.136683	0.2	1.066858
10.140017	0.2	1.067668
10.143350	0.2	1.069037
10.146683	0.2	1.070709
10.150017	0.2	1.072451
10.153350	0.2	1.073917
10.156683	0.2	1.075002
10.160017	0.2	1.076092
10.163350	0.2	1.077624
10.166683	0.2	1.079398
10.170017	0.2	1.080655
10.173350	0.2	1.080707
10.176683	0.2	1.079380
10.180017	0.2	1.077000
10.183350	0.2	1.074332
10.186683	0.2	1.072376
10.190017	0.2	1.071822
10.193350	0.2	1.072744
10.196683	0.2	1.074667
10.200017	0.2	1.076832
10.203350	0.2	1.078392
10.206683	0.2	1.078686
10.210017	0.2	1.077666
10.213350	0.2	1.076087
10.216683	0.2	1.074900
10.220017	0.2	1.074551
10.223350	0.2	1.074942
10.226683	0.2	1.075589
10.230017	0.2	1.075887
10.233350	0.2	1.075789
10.236683	0.2	1.076013
10.240017	0.2	1.077126
10.243350	0.2	1.078835
10.246683	0.2	1.080460
10.250017	0.2	1.081578
10.253350	0.2	1.082104
10.256683	0.2	1.082085
10.260017	0.2	1.081591
10.263350	0.2	1.080749
10.266683	0.2	1.079850
10.270017	0.2	1.079249
10.273350	0.2	1.079058
10.276683	0.2	1.079235
10.280017	0.2	1.079859
10.283350	0.2	1.080753
10.286683	0.2	1.081172
10.290017	0.2	1.080493
10.293350	0.2	1.078774
10.296683	0.2	1.076357
10.300017	0.2	1.073843
10.303350	0.2	1.072409
10.306683	0.2	1.073098
10.310017	0.2	1.075873
10.313350	0.2	1.079864
10.316683	0.2	1.084046
10.320017	0.2	1.087557
10.323350	0.2	1.089964
10.326683	0.2	1.091179
10.330017	0.2	1.091151
10.333350	0.2	1.090039
10.336683	0.2	1.088316
10.340017	0.2	1.086378
10.343350	0.2	1.084278
10.346683	0.2	1.081843
10.350017	0.2	1.079035
10.353350	0.2	1.076576
10.356683	0.2	1.075831
10.360017	0.2	1.077536
10.363350	0.2	1.080884
10.366683	0.2	1.084260
10.370017	0.2	1.086434
10.373350	0.2	1.087137
10.376683	0.2	1.086905
10.380017	0.2	1.086565
10.383350	0.2	1.086770
10.386683	0.2	1.087948
10.390017	0.2	1.089936
10.393350	0.2	1.091948
10.396683	0.2	1.093470
10.400017	0.2	1.094704
10.403350	0.2	1.095976
10.406683	0.2	1.097294
10.410017	0.2	1.098425
10.413350	0.2	1.099040
10.416683	0.2	1.099105
10.420017	0.2	1.099026
10.423350	0.2	1.099138
10.426683	0.2	1.099361
10.430017	0.2	1.099473
10.433350	0.2	1.099166
10.436683	0.2	1.098122
10.440017	0.2	1.096511
10.443350	0.2	1.095021
10.446683	0.2	1.094276
10.450017	0.2	1.094309
10.453350	0.2	1.094467
10.456683	0.2	1.094034
10.460017	0.2	1.092940
10.463350	0.2	1.091734
10.466683	0.2	1.090909
10.470017	0.2	1.090434
10.473350	0.2	1.090067
10.476683	0.2	1.089857
10.480017	0.2	1.090011
10.483350	0.2	1.090574
10.486683	0.2	1.091450
10.490017	0.2	1.092339
10.493350	0.2	1.092651
10.496683	0.2	1.092087
10.500017	0.2	1.091147
10.503350	0.2	1.090528
10.506683	0.2	1.090365
10.510017	0.2	1.090611
10.513350	0.2	1.091519
10.516683	0.2	1.093317
10.520017	0.2	1.095696
10.523350	0.2	1.098099
10.526683	0.2	1.100213
10.530017	0.2	1.101797
10.533350	0.2	1.102546
